id,claim,claim_en,verdict,train_mask,val_mask,test_mask
176,"Então, a tão esperada meta-análise chegou! O Trabalho da Universidade de Yale - USA, do PhD Dr Harvey Risch conclui que o uso da Hidroxicloroquina é seguro, além de ser efetivo na diminuição de infecção, hospitalização e morte. Sabem o que isso significa? Que em conjunto com os mais de 111 trabalhos observacionais, esse trabalho dá o tão exigido NÍVEL DE EVIDÊNCIA 1 para tratamento da COVID-19 (com recomendação A)!","Then the long-awaited meta-analysis has arrived! PhD Dr Harvey Risch's work at Yale University - USA concludes that the use of Hydroxychloroquine is safe, in addition to being effective in reducing infection, hospitalization and death. Do you know what this means? That together with more than 111 observational works, this work gives the much demanded EVIDENCE LEVEL 1 for the treatment of COVID-19 (with recommendation A)!",misinformation,True,False,False
195,O novo coronavírus pode ser transmitido através de encomendas enviadas da China,The new coronavirus can be transmitted through parcels shipped from China,misinformation,True,False,False
196,"Em 2015, a emissora de TV italiana RAI, demonstrou que o novo coronavírus foi criado em um laboratório pelo governo chinês","In 2015, Italian TV station RAI demonstrated that the new coronavirus was created in a laboratory by the Chinese government.",misinformation,True,False,False
204,Beber água fervida com alho cura o novo coronavírus,Drinking boiled water with garlic cures the new coronavirus,misinformation,True,False,False
236,Protocolo de tratamento para Covid-19,Treatment protocol for Covid-19,misinformation,True,False,False
237,Existem medicamentos que curam a Covid-19,There are drugs that cure Covid-19,misinformation,True,False,False
241,Príncipe Philip prega peça ao usar uniforme dos guardas da rainha. Rainha Elizabeth passa por ele e explode em risos,Prince Philip plays tricks while wearing the uniform of the Queen's guards. Queen Elizabeth walks past him and bursts into laughter,misinformation,True,False,False
242,"""Quando o Príncipe Filipe decidiu pregar uma partida à Rainha e vestiu-se de Guarda Real à espera dela no Palácio de Buckingham. A Rainha não aguentou a gargalhada"".","""When Prince Philip decided to play a prank on the Queen and dressed as a Kingsguard awaiting her at Buckingham Palace. The Queen could not bear the laughter.""",misinformation,True,False,False
246,"""No Peru, a vacinação contra a Covid-19 começou a ser obrigatória e quem se recusar a tomar será preso”","""In Peru, vaccination against Covid-19 became mandatory and anyone who refuses to take it will be arrested""",misinformation,True,False,False
247,Calendário de vacinação contra a covid-19,Covid-19 vaccination schedule,misinformation,True,False,False
253,No Peru vacinação contra a covid19 começou a ser obrigatória e quem se recusar a tomar será preso veja as imagens abaixo já começou DESPERTE a Grande tribulação está chegando,"In Peru vaccination against covid19 has become mandatory and anyone who refuses to take it will be arrested, see the images below, it has already started AWAKEN the Great Tribulation is coming",misinformation,True,False,False
267,Estudo de Stanford diz que máscaras são ineficazes contra o covid-19 e podem causar deterioração da saúde e morte prematura,Stanford study says masks are ineffective against covid-19 and can cause health deterioration and premature death,misinformation,True,False,False
275,Cadastro para ser vacinado contra covid-19 e coronavírus e os fura-fila da vacinação,Registration to be vaccinated against covid-19 and coronavirus and the vaccination queue,misinformation,True,False,False
279,Vacinados contra Covid-19 vão morrer em dois anos,Covid-19 Vaccinated Will Die in Two Years,misinformation,True,False,False
280,501 pessoas morreram nos EUA por causa de vacinação contra covid-19,501 people died in the US because of covid-19 vaccination,misinformation,True,False,False
286,"""Bebé de dois anos morre durante experimentos da vacina Covid-19 da Pfizer em crianças.""","""Two-year-old baby dies during Pfizer's Covid-19 vaccine trials in children.""",misinformation,True,False,False
297,Vacinas contra Covid-19 estão criando uma nova variante,Covid-19 vaccines are creating a new variant,misinformation,True,False,False
299,Vacinação contra a covid-19 tem denúncias de simulação de aplicação das doses,Vaccination against covid-19 has reports of simulation of dose application,misinformation,True,False,False
311,"“O objetivo de chegar ao início deste verão com 70% da população adulta vacinada contra a Covid-19 com pelo menos uma dose foi atingido na passada sexta-feira [9 de julho], antecipando a meta que tinha sido definida pelo Governo”","""The goal of reaching the beginning of this summer with 70% of the adult population vaccinated against Covid-19 with at least one dose was reached last Friday [July 9], anticipating the goal that had been defined by the Government""",misinformation,True,False,False
313,Trinta por cento dos vacinados com vacinas de covid-19 morrerão dentro de três meses,Thirty percent of those vaccinated with covid-19 vaccines will die within three months,misinformation,True,False,False
320,"""A maioria dos que tomaram a vacina da Covid-19 está morta no ano 2025. Agora sabemos os seguintes factos""","""Most of those who got the Covid-19 vaccine are dead by the year 2025. We now know the following facts""",misinformation,True,False,False
326,Números comprovam que não faltam vacinas de covid-19 no Brasil e que o problema está na linha de frente,Figures prove that there is no lack of covid-19 vaccines in Brazil and that the problem is on the front line,misinformation,True,False,False
346,Brasil é o terceiro país que mais aplicou a primeira dose da vacina contra Covid-19,Brazil is the third country that most applied the first dose of the vaccine against Covid-19,misinformation,True,False,False
355,"A proteína de pico associada à vacina na circulação sanguínea poderia explicar uma miríade de eventos adversos relatados das vacinas COVID, incluindo as 4.000 mortes até o momento, e quase 15.000 hospitalizações.","The vaccine-associated peak protein in the bloodstream could explain a myriad of adverse events reported from COVID vaccines, including the 4,000 deaths to date, and nearly 15,000 hospitalizations.",misinformation,True,False,False
375,"""Mais mortalidade associada à vacina da Covid-19 do que o somatório de todas as vacinas nos 31 anos anteriores"".","""More mortality associated with the Covid-19 vaccine than the sum of all vaccines in the previous 31 years.""",misinformation,True,False,False
391,Centro de Vacinação Covid-19 Experimental e Ensaios Clínicos até 2023.,Covid-19 Experimental Vaccination and Clinical Trials Center until 2023.,misinformation,True,False,False
396,Infectologista Marcio Burgarelli destaca em vídeo que uma única dose da vacina não permite a retomada da vida em condições anteriores à covid-19,Infectologist Marcio Burgarelli highlights in a video that a single dose of the vaccine does not allow the resumption of life in conditions prior to covid-19,misinformation,True,False,False
411,"""Esse plasma é feito de anticorpos de pessoas que recuperaram do vírus, mas a vacina elimina esses anticorpos e está a tornar esse plasma ineficaz a tratar outros doentes com Covid-19.""","""This plasma is made from antibodies from people who have recovered from the virus, but the vaccine eliminates those antibodies and is making this plasma ineffective for treating other patients with Covid-19.""",misinformation,True,False,False
414,"""Covid Portugal. Mortes oficiais de Jan 2020 a Abril 2021 = 152""","""Covid Portugal. Official deaths from Jan 2020 to April 2021 = 152""",misinformation,True,False,False
429,"""Todas as pessoas vacinadas morrerão dentro de dois anos""","""All vaccinated people will die within two years""",misinformation,True,False,False
433,"""A vacina [da Pfizer] ainda está na fase experimental, apesar de estar a ser dada ao público""","""[Pfizer's] vaccine is still in the experimental phase, despite being given to the public""",misinformation,True,False,False
435,"""Relatório britânico pede a suspensão imediata da administração de vacinas contra a Covid-19 em humanos""","""British report calls for immediate suspension of administration of Covid-19 vaccines in humans""",misinformation,True,False,False
436,"""Montanha em forma de elefante""","""Elephant Mountain""",misinformation,True,False,False
437,"O pico de proteína associado à vacina na circulação sanguínea poderia explicar uma miríade de eventos adversos relatados das vacinas COVID, incluindo as 4.000 mortes até o momento e quase 15.000 hospitalizações, relatadas ao Sistema de Notificação de Eventos Adversos de Vacinas do governo dos EUA (VAERS) em 21 de maio de 2021.","The spike in vaccine-associated protein in the bloodstream could explain a myriad of adverse events reported from COVID vaccines, including the 4,000 deaths to date and nearly 15,000 hospitalizations reported to the US government's Vaccine Adverse Event Reporting System (VAERS ) on May 21, 2021.",misinformation,True,False,False
457,"""ESTUDO: 82% das grávidas que foram vacinadas contra a Covid durante os primeiros seis meses sofreram aborto espontâneo. De 127 bebés mataram 104""","""STUDY: 82% of pregnant women who were vaccinated against Covid during the first six months suffered a miscarriage. Of 127 babies killed 104""",misinformation,True,False,False
458,"""Morrem mais vacinados que não vacinados""","""More vaccinated die than unvaccinated""",misinformation,True,False,False
463,"""Parece familiar [acompanhado de duas fotografias que mostram alegadamente Trump e Hitler a segurar na Bíblia]""","""It looks familiar [accompanied by two photographs allegedly showing Trump and Hitler holding the Bible]""",misinformation,False,False,True
464,"""As pessoas não querem é trabalhar.""","""People don't want to work.""",misinformation,True,False,False
472,Os coronavírus sobrevivem 5 dias no plástico?,Do coronaviruses survive 5 days in plastic?,misinformation,True,False,False
473,"O Charlie Hebdo fez uma manchete com um cartoon de Lula e o título: ""Confirmado: o Supremo brasileiro é uma merda""","Charlie Hebdo made a headline with a cartoon of Lula and the headline: ""Confirmed: the Brazilian Supreme is shit""",misinformation,False,False,True
474,"“Racismo em Portugal é: Dar 875 mensais a um refugiado que está de passagem e 389,34 euros para quem trabalhou com 40 anos de desconto. Isso é racismo!”","“Racism in Portugal is: Giving 875 a month to a refugee who is passing through and 389.34 euros to someone who has worked with a 40-year discount. This is racism!""",misinformation,True,False,False
475,JOÃO DORIA do PSDB foi votar com máscara da bandeira da China. Alguém tem dúvida que esse safado representa os interesses do partido chinês no Brasil?,JOÃO DORIA from PSDB went to vote wearing the mask of the China flag. Does anyone have any doubts that this bastard represents the interests of the Chinese party in Brazil?,misinformation,False,False,True
476,URGENTE: A invasão hacker do TSE revela a fraude nas urnas com a chancela da justiça eleitoral. A @crisbrasilreal descobriu que os votos válidos e os de quem justifica estão em banco de dados diferentes. Eles podem descarregar os votos de quem vai justificar na esquerda. ASCOM OE,URGENT: TSE hacker invasion reveals ballot box fraud with the seal of electoral justice. @crisbrasilreal found that valid votes and those of those who justify are in different databases. They can unload the votes of those who will justify on the left. ASCOM OE,misinformation,False,False,True
477,JOÃO DÓRIA do PSDB foi votar com máscara da bandeira da China! Alguém tem dúvida que esse #DoriaCorretorChines representa os interesses do PCC,JOÃO DÓRIA from PSDB went to vote with the mask of the Chinese flag! Does anyone doubt that this #DoriaCorretorChines represents the interests of the PCC,misinformation,False,False,True
478,"O governador de São Paulo, João Doria, foi votar nas eleições municipais com máscara da bandeira da China.","The governor of São Paulo, João Doria, went to vote in municipal elections wearing a mask of the Chinese flag.",misinformation,False,False,True
479,Doria usou máscara estampada com bandeira chinesa,Doria wore a mask printed with a Chinese flag,misinformation,False,False,True
480,URGENTE: A invasão hacker do TSE revela a fraude nas urnas com a chancela da justiça eleitoral.,URGENT: TSE hacker invasion reveals ballot box fraud with the seal of electoral justice.,misinformation,False,False,True
481,"Após negar ataque, TSE tem bancos de dados expostos por hackers em dia de eleição. TSE acaba de ser hackeado. O Tribunal negou o ataque e aí os hackers expuseram o banco de dados em dia de eleição. Pode confiar nas urnas eletrônicas, viu amiguinho. Voto impresso já!","After denying attack, TSE has databases exposed by hackers on election day. TSE has just been hacked. The court denied the attack and then the hackers exposed the database on election day. You can trust the electronic voting machines, my friend saw. Vote printed now!",misinformation,False,False,True
482,Foto mostra Doria indo votar com máscara estampada com bandeira da China,Photo shows Doria going to vote in a mask emblazoned with the flag of China,misinformation,False,False,True
483,"""URGENTE: A invasão hacker do TSE revela a fraude nas urnas com a chancela da justiça eleitoral. Os votos válidos e os de quem justifica estão em banco de dados diferentes. Eles podem descarregar os votos de quem vai justificar na esquerda""","""URGENT: The hacker invasion of the TSE reveals the fraud at the ballot boxes with the seal of the electoral justice. The valid votes and those of those who justifies are in different databases. They can unload the votes of those who will justify on the left.""",misinformation,False,False,True
485,"O uso generalizado de máscaras tem sido desencorajado em todo o mundo.
OMS - Se você está saudável, a máscara é indicada apenas caso esteja cuidando de alguém infectado.
SINGAPURA - Use máscaras apenas caso você esteja tendo sintomas respiratórios, como tosse e coriza.
JAPÃO - O uso de máscaras em ambientes ao ar livre não é eficiente para evitar o vírus.
EUA - O CDC não recomenda que pessoas saudáveis usem máscaras. Por meio do Twitter, o US Surgeon General solicitou que as pessoas parem de comprar máscaras.
REINO UNIDO - Não existem evidências que justifiquem o uso generalizado de máscaras pelo público.
ALEMANHA - Não existem evidências mostrando que o uso de máscaras seja capaz de reduzir suficientemente o risco de uma pessoa saudável se infectar.","The widespread use of masks has been discouraged around the world.
WHO - If you are healthy, the mask is indicated only if you are taking care of someone infected.
SINGAPORE - Only wear masks if you are experiencing respiratory symptoms such as coughing and running nose.
JAPAN - The use of masks in outdoor environments is not efficient to prevent the virus.
USA - The CDC does not recommend that healthy people wear masks. Through Twitter, the US Surgeon General asked people to stop buying masks.
UNITED KINGDOM - There is no evidence to justify the widespread use of masks by the public.
GERMANY - There is no evidence showing that the use of masks is capable of sufficiently reducing the risk of a healthy person becoming infected.",misinformation,True,False,False
488,“Uso de máscaras em espaços públicos será obrigatório já na próxima semana.”,"""The use of masks in public spaces will be mandatory as early as next week.""",misinformation,True,False,False
489,"O Governo mente e os média enganam-te. Não existe pandemia e o covid é um simples vírus de constipação. O número de mortos é falso. (...) O governo é perverso e quer que você adoeça, por isso é que o impede de ir à praia. Na praia não há vírus, a areia não tem vírus, o calor do Sol destrói os vírus.","The Government lies and the media deceives you. There is no pandemic and covid is a simple cold virus. The death toll is false. (...) The government is perverse and wants you to get sick, that's why it prevents you from going to the beach. On the beach there are no viruses, the sand has no viruses, the sun's heat destroys viruses.",misinformation,True,False,False
497,“A máscara faz perder 20% do oxigênio no sangue e acidifica-o por causa do CO2 re-injetado a cada respiração. Perigo de usar uma máscara ao dirigir. Mas o povo manipulado pela mídia podre não quer acordar!!!,“The mask loses 20% of the oxygen in the blood and acidifies it because of the CO2 re-injected with each breath. Danger of wearing a mask while driving. But the people manipulated by the rotten media don't want to wake up!!!,misinformation,True,False,False
500,"""O uso prolongado da máscara produz hipóxia. Respirar repetidamente o ar expirado se transforma em dióxido de carbono, e é por isso que nos sentimos tontos.","""Prolonged use of the mask produces hypoxia. Repeatedly breathing exhaled air turns into carbon dioxide, and that's why we feel dizzy.",misinformation,True,False,False
507,"O uso da máscara de forma abusiva e sem sustentação científica, pode vir a causar a hipercapnia ou seja o efeito de acumulação de excesso de CO2 na circulação sanguínea por falta de oxigenação adequada.","The use of the mask in an abusive way and without scientific support, can cause hypercapnia, that is, the effect of accumulation of excess CO2 in the bloodstream due to lack of adequate oxygenation.",misinformation,True,False,False
509,O uso de máscaras não reduz o risco de contrair o coronavírus e é prejudicial à saúde,The use of masks does not reduce the risk of contracting the coronavirus and is harmful to health,misinformation,True,False,False
526,Estas são as probabilidades exatas de contágio do novo coronavírus usando ou não máscara,These are the exact probabilities of contagion of the new coronavirus with or without a mask,misinformation,True,False,False
531,"""Do ponto de vista médico, não há eficácia comprovada das máscaras, anunciou a ministra da Holanda Tamara van Ark, citando o facto de que não há evidências científicas que sugiram que sejam eficazes contra a propagação do coronavírus"".","""From a medical point of view, there is no proven effectiveness of the masks, announced the Minister of the Netherlands Tamara van Ark, citing the fact that there is no scientific evidence to suggest that they are effective against the spread of the coronavirus.""",misinformation,True,False,False
532,"""A primeira atriz negra a ganhar um Oscar foi Hattie McDaniel, no clássico ‘E o Vento Levou’. O filme acaba de ser eliminado da plataforma da HBO Max por ser politicamente incorreto. A grande conquista da atriz negra acaba de ser eliminada da história. Parabéns.”","“The first black actress to win an Oscar was Hattie McDaniel, in the classic Gone With the Wind. The film has just been eliminated from the HBO Max platform for being politically incorrect. . Congratulations.""",misinformation,True,False,False
534,"""O Papa foi detido no sábado de manhã devido a 80 acusações de abuso sexual""","""The Pope was arrested Saturday morning on 80 counts of sexual abuse""",misinformation,False,True,False
535,"O jogador Samuel Eto, agora aposentado, desembolsou parte dos 1,6 milhões de euros para o amigo Ronaldinho ser libertado.","Player Samuel Eto, now retired, paid part of the 1.6 million euros for his friend Ronaldinho to be released.",misinformation,True,False,False
541,"O jogador Samuel Eto'o, agora aposentado, desembolsou parte dos 1,6 milhões de euros para o amigo Ronaldinho ser libertado.","Player Samuel Eto'o, now retired, paid part of the 1.6 million euros for his friend Ronaldinho to be released.",misinformation,True,False,False
544,"Ex-jogador Samuel Eto’o desembolsou parte dos 1,6 milhões de euros para o seu amigo Ronaldinho ser libertado",Former player Samuel Eto’o paid part of the 1.6 million euros for his friend Ronaldinho to be released,misinformation,True,False,False
545,"""Máscaras fazem aumentar os casos, nenhuma novidade. Foi o que aconteceu noutros países antes de nós, como França e Espanha [...] se não respirares como deve ser, não inspiras oxigénio suficiente para o teu corpo funcionar bem. Além de germes e bactérias que ficam nas máscaras e que vais respirando""","""Masks increase cases, nothing new. That's what happened in other countries before us, like France and Spain [...] if you don't breathe properly, you don't breathe in enough oxygen for your body to function properly. Besides germs and bacteria that stay in the masks and that you breathe""",misinformation,True,False,False
546,"O vírus da Corona viajou o mundo inteiro de Wuhan, mas não chegou a Pequim e Xangai","Corona virus traveled all over the world from Wuhan, but did not reach Beijing and Shanghai",misinformation,True,False,False
547,"“O vírus Corona originou-se da cidade de Wuhan na China e agora chegou a todos os cantos do mundo, mas este vírus não chegou à capital da China: Pequim e a capital econômica: Xangai perto de Wuhan, porquê…?”","“The Corona virus originated from the city of Wuhan in China and has now reached all corners of the world, but this virus has not reached the capital of China: Beijing and the economic capital: Shanghai near Wuhan, why…?”",misinformation,True,False,False
549,O diretor executivo da Netflix Reed Hastings foi preso por posse de pornografia infantil,Netflix CEO Reed Hastings has been arrested for possession of child pornography,misinformation,False,True,False
552,"“Cofundador e diretor geral da Netflix preso por posse de material pornográfico infantil. Reed Hastings preso por agentes do FBI em sua casa na Califórnia, 13.000 ficheiros encontrados no seu Notebook e casa.”","“Netflix co-founder and CEO arrested for possession of child pornographic material. Reed Hastings arrested by FBI agents in his California home, 13,000 files found in his notebook and home.”",misinformation,False,True,False
554,Homem morre de ataque cardíaco após receber vacina da Covid-19,Man Dies of Heart Attack After Receiving Covid-19 Vaccine,misinformation,True,False,False
556,"""O Palácio de Buckingham confirmou nesta sexta-feira que a Rainha Elizabeth II foi diagnosticada com Covid-19. As informações são do portal britânico UCR World News. Esse é o segundo membro da realeza infectado pelo vírus Sars-Cov-2. O primeiro foi o príncipe Charles""","""Buckingham Palace confirmed this Friday that Queen Elizabeth II has been diagnosed with Covid-19. The information is from the British portal UCR World News. This is the second royal infected with the Sars-Cov-2 virus. The first it was Prince Charles""",misinformation,True,False,False
559,"“O vírus corona, antes de atingir os pulmões, permanece na garganta por quatro dias e, nesse momento, a pessoa começa a tossir e a ter dores de garganta. Se ela bebe muita água e gargareja com água morna, sal ou vinagre, elimina o vírus.”","“The corona virus, before reaching the lungs, remains in the throat for four days and, at that moment, the person starts to cough and have a sore throat. If she drinks a lot of water and gargles with warm water, salt or vinegar, it eliminates the virus.”",misinformation,True,False,False
560,Grande incêndio no aeroporto do Dubai,Big fire at Dubai airport,misinformation,True,False,False
562,"""Não defendemos a saída do euro, nunca o fizemos""","""We didn't defend the exit from the euro, we never did""",misinformation,True,False,False
566,Vacina provoca surto de poliomielite no Sudão,Vaccine causes polio outbreak in Sudan,misinformation,True,False,False
567,"Após aplicar vacina que esterelizou milhares de homens e mulheres na Nigéria, Bill Gates está injetando vírus da poliomielite (paralisia infantil) nas pessoas do Sudão através de falsas vacinas.","After administering a vaccine that sterilized thousands of men and women in Nigeria, Bill Gates is injecting polio virus (infantile paralysis) into people in Sudan through fake vaccines.",misinformation,True,False,False
568,"Vídeo: ""Paulo GONÇALVES Queda Fatal Dakar 2020.""","Video: ""Paulo GONÇALVES Fatal Fall Dakar 2020.""",misinformation,False,False,True
571,"""Boas notícias! Vacina contra o vírus corona pronta. Capaz de curar o paciente 3 horas após à injeção. Tiremos o chapéu para os cientistas dos EUA. No momento, Trump anunciou que a Roche Medical Company lançará a vacina no próximo domingo e milhões de doses estão prontas!""","""Good news! Corona virus vaccine ready. Capable of curing patient 3 hours after injection. Hats off to US scientists. At the moment, Trump has announced that Roche Medical Company will launch the vaccine next Sunday and millions of doses are ready!""",misinformation,True,False,False
572,"No final, você vê a realidade: Cristiano é o melhor do mundo, Messi é possivelmente o melhor do barça, existindo a hipótese Ronaldinho!","In the end, you see reality: Cristiano is the best in the world, Messi is possibly the best in the barça, with the Ronaldinho hypothesis!",misinformation,True,False,False
573,"A maior parte da população já tem imunidade natural ao vírus. Seja através de imunidade específica (...), resultante de infeção prévia por Sars-cov-2 ou por imunidade cruzada, resultante da exposição a outros coronavirus","Most of the population already has natural immunity to the virus. Either through specific immunity (...), resulting from previous infection by Sars-cov-2 or by cross-immunity, resulting from exposure to other coronaviruses",misinformation,True,False,False
574,“As pistolas de temperatura são perigosas e queimam neurónios”,"""Temperature guns are dangerous and they burn neurons""",misinformation,True,False,False
575,“Um estudo realizado pela Armed Forces Health Surveillance Branch com militares nos EUA e publicado em janeiro de 2020 mostrou que a vacina contra influenza parece aumentar em 36% o risco de infecção pelo Covid-19.”,"""An Armed Forces Health Surveillance Branch study of US military personnel published in January 2020 showed that influenza vaccine appears to increase the risk of Covid-19 infection by 36%.""",misinformation,True,False,False
582,Os Simpsons previram o surto de coronavírus num episódio emitido em 1993.,The Simpsons predicted the coronavirus outbreak in an episode aired in 1993.,misinformation,True,False,False
583,“Alemanha envia cobrança de 130 bilhões de libras à China por danos pelo corona vírus”,"""Germany sends £130 billion charge to China for coronavirus damage""",misinformation,True,False,False
584,“Estudo com 60 mil pessoas na Espanha mostra ineficácia das quarentenas.”,"“A study of 60,000 people in Spain shows the ineffectiveness of quarantines.”",misinformation,True,False,False
586,"""80 boletins com votos em Trump a serem queimados.""","""80 ballot papers for Trump to be burned.""",misinformation,True,False,False
587,"“3 de julho de 1988. Voo 655 da Iran Air. A Marinha dos Estados Unidos abate um avião civil iraniano a voar no espaço aéreo iraniano, matando 290 incluindo 66 crianças. A América recusou-se a pedir desculpas”.","“July 3, 1988. Iran Air Flight 655. The US Navy shoots down an Iranian civilian plane flying in Iranian airspace, killing 290 including 66 children. America refused to apologize.”",misinformation,False,False,True
588,"""São várias as imagens que mostram a existência de peixes e até golfinhos nos cais de Veneza...""","""There are several images that show the existence of fish and even dolphins on the Venice piers...""",misinformation,True,False,False
589,"""Sylvester Gardenzio Stallone morreu esta madrugada vítima do cancro de próstata""","""Sylvester Gardenzio Stallone died this morning of prostate cancer""",misinformation,True,False,False
590,O povo brasileiro está com Bolsonaro! Levanta capitão.,The Brazilian people are with Bolsonaro! Rise captain.,misinformation,False,False,True
591,"""Na Catalunha o nazi-fascismo a mostrar o que pode a barbárie"".","""In Catalonia, Nazi-fascism showing what barbarism can do"".",misinformation,True,False,False
592,"""Os idosos vivem muito tempo e isso representa um risco para a economia global. Temos que fazer algo com urgência"" 2018 - Christine Lagarde, diretora do Fundo Monetário Internacional","""Older people live a long time and this poses a risk to the global economy. We have to do something urgently"" 2018 - Christine Lagarde, director of the International Monetary Fund",misinformation,True,False,False
597,"""Brancos mortos por negros: 81%; negros mortos por negros: 97%""","""Whites killed by blacks: 81%; blacks killed by blacks: 97%""",misinformation,True,False,False
601,"""O Irão colocou, pela primeira vez, o símbolo da vingança na cúpula sagrada da mesquita de Jamkarān como promessa de uma grande batalha que se avizinha”.","""Iran placed, for the first time, the symbol of revenge on the sacred dome of the Jamkarān Mosque as a promise of a great battle to come.""",misinformation,True,False,False
602,"No corpo humano podem existir estes coronavírus. O teste PCR detecta qualquer um deles, sem distinção, mesmo que não seja recente porque detecta os restos virais.","In the human body these coronaviruses can exist. The PCR test detects any one of them, without distinction, even if it is not recent because it detects the viral remains.",misinformation,True,False,False
603,"“Muitos internautas riram do vestido usado por Melania Trump, sem saber a intenção por trás dele. O vestido é estampado com desenhos de crianças vítimas de abuso. Nunca julgue um livro pela capa.”","“Many netizens laughed at the dress worn by Melania Trump, not knowing the intention behind it. The dress is printed with drawings of abused children. Never judge a book by its cover.”",misinformation,True,False,False
607,"DALLAS JONES, CHEFE DE CAMPANHA DE JOE BIDEN, FOI PRESO SOB A ACUSAÇÃO DE PARTICIPAÇÃO NA FRAUDE ELEITORAL NOS USA.","DALLAS JONES, JOE BIDEN'S CAMPAIGN HEAD, WAS ARRESTED ON ACCUSATION OF PARTICIPATION IN US ELECTORAL FRAUD.",misinformation,True,False,False
608,"Dallas Jones, chefe de campanha de Joe Biden, foi preso no Texas","Dallas Jones, Joe Biden's campaign manager, was arrested in Texas",misinformation,True,False,False
613,"Esta foto mostra o chefe da campanha de Joe Biden, Dallas Jones, sendo preso",This photo shows Joe Biden's campaign boss Dallas Jones being arrested,misinformation,True,False,False
